,artist_names,artist_bios
696,Harland Miller,"Harland Miller is a British artist born in 1964 in Yorkshire, UK. He is a notable artist and writer who has contributed to the Abstract Art and Figurative Art movement in the 21st century.
"
697,Kiki Smith,"Kiki Smith is an American sculptor whose work has addressed the themes of birth and regeneration, and sometimes has Catholic allusions.
"
698,Ugo Rondinone,"Ugo Rondinone is a Swiss installation artist best known for his circular spray paintings and video environments that convey a sense of melancholy and alienation. 
"
699,Georges Braque,"Georges Braque was a French artist who played a crucial role in a development of Cubism, an art style that revolutionized 20th-century . 
"
700,Magnus Plessen,"Magnus Plessen is a German artist best known for a painting style that combines additive and subtractive techniques, employing both brush and spatula."
701,Trudy Benson,"Trudy Benson is an American abstract artist born in 1985, known for her large-scale paintings that utilize large swaths and globs of paint. 
"
702,Hiro Ichikawa,"Hiro Ichikawa is a Japanese abstract artist, known for his oil paintings which he creates on wooden panels. His art is heavily influenced by nature.
"
703,Marisol Escobar,"Marisol Escobar was an American-Venezuelan artist, who made wooden sculptures. Her themes were folk, naive art and representations of friends and family."
704,Ben Shahn,"Ben Shahn was a Lithuanian artist best known for his works of social realism, left-wing political views, and series of lectures published as The Shape of Content. 
"
705,Purvis Young,"Purvis Young was a self-taught American artist, known for his expressionist vision of urban life based upon the experience of African Americans in the south.
"
706,Robert Arthur Goodnough,"Robert Arthur Goodnough was an American abstract expressionist painter, and one of the last of the original generation of the New York School.
"
707,Steve Kaufman,Steve Kaufman was world renovned American pop artist and a former assistant to Andy Warhol. He was known for his depictions of iconic people.
708,Nicole Pon Horvath,"Nicole Pon Horvath, also known as NH, is a painter of Japanese-style pieces which minimalist approach expresses the transformation of emotions.
"
709,Simon Thompson,"Simon Thompson is a UK-based contemporary artist known for his work driven by phrases, such as his Too Much Art Will Kill You series and the Warhol Is Over series."
710,Eduardo Arranz-Bravo,"Eduardo Arranz-Bravo is a Spanish artist who worked in painting, etching, sculpture, drawing, performance and film.
"
711,Kevin Appel,"Kevin Appel is an American artist born in 1967, Los Angeles, CA. His work was included in many solo and group exhibitions."
712,Julie Galiay,"Julie Galiay is a French artist born in 1979, in Clermont-Ferrand and based in Charente-Maritime, France."
713,Karl Fred Dahmen,Karl Fred Dahmen was a German artist born in 1917. His work was included in many solo and group exhibitions.
714,Julia Mangold,"A German contemporary artist, Julia Mangold is known for minimalist sculptures which explore shape, form and materiality."
715,Kazuo Nakamura,
716,Cosbe,"Cosbe is a Puerto Rican self-taught artist based in New York, known for his paintings and drawings. He creates with an innate, Neo-Expressionist style.
"
717,Jay Rosenblum,"Jay Rosenblum was an American artist widely known for his abstract paintings. He referred to his work as free association color development.
"
718,Charles Ross,"Charles Ross is an American contemporary artist who uses sunlight and starlight as the source for his art. He creates sculptures, paintings, and prints.
"
719,John Kacere,"John Kacere was an American artist. Originally an abstract expressionist, he adopted Photorealism, depicting the midsection of the female body.
"
720,Irena Kurkova,Irena Kurkova is a Czech contemporary painter who creates both figurative and abstract works with a diverse subject matter.
721,James Godman,"James Godman is an American artist whose paintings and photographs explore themes of decay, transformation, and human behavior."
722,Michelle Marra,"Describing herself as a spirited colorist, Michelle Marra is an American abstract painter who imbues emotions, energy, and luminosity into her works."
723,Floyd Elzinga,"Floyd Elzinga is a Canadian sculptor whose works depict iconic imagery from the Canadian landscape, the maple leaf, pine branch, and pine cone."
724,Melanie Simard,"Constantly researching and experimenting, Mélanie Simard is a Canadian contemporary artist known for her colorful paintings."
725,Lena Zak,"Focusing on Abstract Expressionism, Lena Zak is an emerging Czech mixed-media painter known for her bold, gestural compositions."
726,Miriam Aroeste,Miriam Aroeste is a Canadian contemporary artist whose work has both abstract visual appeal as well as an underlying conceptual basis.
727,Pearl Angrist,"Pearl Angrist was an American painter. She studied at the Art Students League under George Bridgman, K. Nicolaides, George Picken, and Jack Tworkov."
728,Ana Montiel,"Ana Montiel is a Spanish artist widely known for her use of color, with some paintings having up to forty sub-layers of acrylics."
729,Kaliya Ka,Kaliya Ka is a Bulgarian artist known for vibrant images of the urban environment and the straight and sharp structures of office buildings.
730,Toshio Iezumi,"Toshio Iezumi is a Japanese artist who creates his sculptures using sheets of glass, applying a technique traditionally used for carving stone."
731,Lloyd Tabing,Lloyd Tabing is an American-born abstract painter whose works are distinctive and powerful yet provide a sense of elegance and simplicity.
732,SELY,"SELY is a self-taught French artist whose colorful style is influenced by Pop-Art. Her work conveys the emotions of Love, Peace and Freedom."
733,Cocoquelicots,"Maxime Giaquinto, better known as Cocoquelicots, is a French artist best known for his characters - Cocoquelicots. They are insolent, mocking and colorful."
734,Nathalie Molla,"Nathalie Molla is a French artist focused on color, often associating her works with various personal and impactful messages."
735,NINU,"Virginie Mariany, better known as NINU, is a French contemporary artist. She is passionate about many subjects, most notably motorcycles and abstract art."
736,Willy B,"Bill Whiting, better known as Willy B, is an American Pop, graffiti, and crypto artist. He is known for his brightly-colored pop-art acrylic paintings."
737,Steven Alexander,"Steven Alexander is an American abstract artist whose paintings are distinguished by their geometric formation, saturated color, and lush planes."
738,Tom Waldron,"Tom Waldron is an American contemporary sculptor working primarily with steel. He also uses other materials, such as wood and stone."
739,Angela Costanzo Paris,More details will be coming shortly.
740,Alina Rodriguez Rojo,More details will be coming shortly.
741,Christopher Ries,Christopher Ries is an American glass artist. He is noted for applying classical sculptural reduction to cold optical crystal.
742,Francisco Javier,More details will be coming shortly.
743,J. Antonio Farfan,More details will be coming shortly.
744,Sarah Larsen,More details will be coming shortly.
745,Bo Bartlett,Bo Bartlett creates paintings that celebrate the underlying epic nature of the commonplace and the personal significance of the extraordinary.
