,artist_bios
632,"A French-born photographer and video director, Guillaume Ziccarelli is specialized in documentary work, as well as architecture, art, and portraits."
633,"Born in Tarragona, Josep M. Rosselló is a Spanish contemporary painter whose mystical work seeks to capture the undisclosed secrets of life."
634,"Paula Scavazzini is a Brazilian contemporary painter based in São Paulo, whose artistic practice interacts with different communities."
635,"Flora Rebollo is a Brazilian contemporary artist known for her drawings, paintings, and sculptures. She lives and works in São Paulo."
636,"Maria Bacha is a Greek contemporary painter who creates colorful, nebulous, abstract compositions inspired by nature and light."
637,"William Schwedler was an American artist. Born and raised in Chicago, he was heavily influenced by the local artistic milieu."
638,"Dinopak is a French artist known for his unique, dinosaur-inspired character, often portrayed as someone else, a super-hero for example."
639,"Walking the line between abstract and figurative, Katia Ferrari is a French artist known for her Neo-Pop works. She enjoys mixing up techniques."
640,Jae Ko is a Korean-born contemporary artist perhaps best known for her sculptural work made using rolled paper and colored ink.
641,"Seeking to investigate the universal questions of the cosmos, nature and time, Yunior Mariño is a Cuban artist, musician and designer."
642,More details will be coming shortly.
643,More details will be coming shortly.
644,"Aleksandar Topić is a Serbian artist whose artworks are spontaneous creative manifestations, unconstrained in the use of colors, forms, and gestures."
645,"Bill Barrett is an American sculptor, painter and jeweler widely known and recognized for his abstract sculptures in steel, aluminum and bronze."
646,Debbie Smith is an American series-focused artist whose recent work has been focused on exploring the concept of groupings of abstracted humanoid forms.
647,"Corey Postiglione is an American artist, art critic and educator, known for precise and primarily geometric work based on the image of a labyrinth or maze."
648,"Ulfur Karlsson is an Icelandic artist and film director who began his career making short films and documentaries before transitioning to painting.
"
649,"Wadsworth Jarrell is an African-American artist whose entire practice is interwoven with criticism and social activism related to the Black experience.
"
650,"An American contemporary artist, Mel Ziegler is known for community art, integrated arts and public art. He collaborated with Kate Ericson for 20 years."
651,"Erin Lawlor is best known for abstract works characterized by wide, curvy brushstrokes, imbued with the natural integration of motion, body, and presence."
652,"An American modernist, Emily Mason is best known for compositions characterized by exquisite sensitivity to color, balance, and form."
653,"Monique van Genderen engages with materiality, surface, and the language of Modernist abstraction in a diverse range of paintings and wall installations."
654,"Ernst Caramelle's body of work shifts from video works to drawings, photographs, paintings and wall installations, questioning reality and illusion."
655,"An American painter, Heather Gwen Martin is best known for abstract compositions executed in vibrant color palettes."
656,"A German contemporary artist, Stephan Baumkotter is known for abstract works that affect the substantiality of the art and the representation of a reality."
657,"An American contemporary artist, Joan Witek is known for using the color black on both canvas, paper and film."
658,"The Austrian artist Eduard Angeli is best known for his dark, melancholy and densely atmospheric depictions of cities and landscapes.
"
659,
660,Michel Goulet uses traditional sculptural techniques to create installations based on recognizable everyday objects that encourage public participation.
661,"Dana Holst works primarily in figurative painting and drawing, engaged in an ongoing investigation into the human experience."
662,
663,
664,
665,
666,"Tony Bechara is a Puerto Rican-born contemporary artist living and working in New York, who has produced a large and significant body of abstract work.
"
667,"Al Hirschfeld was an American artist who combined black and white linear drawing with portraiture, developing an iconic visual language."
668,"Reuben Nakian was an American artist best known for his sculptures. His work’s recurring themes are from Greek and Roman mythology.
"
669,"Jesús Perea is a Spanish contemporary abstract artist based in Madrid. He is a member of the contemporary abstract art collective Mother Universe.
"
670,"Samantha Redfern is a British painter. Originally from Ascot, England, she fully embraced a career in art after her family moved to Singapore.
"
